checkintime,checkinid,userid,checkintype
2024-06-13T06:04:05Z,"123,408,643",39581392,Away ELITE member
2024-06-13T06:04:29Z,"123,414,453",97957076,Away ELITE member
2024-06-13T06:04:40Z,"123,460,791",1364859,Away ELITE member
2024-06-13T06:04:59Z,"123,659,599",87127348,Away ELITE member
2024-06-13T06:05:07Z,"123,442,301",19161999,Yet to be tagged
2024-06-13T06:05:19Z,"38,574,927",6755340,Tagged Member
2024-06-13T06:05:54Z,"38,574,997",94752414,Tagged Member
2024-06-13T06:08:37Z,"38,575,347",94656409,Tagged Member
2024-06-13T06:09:16Z,"38,575,420",97343669,Tagged Member
2024-06-13T06:09:58Z,"38,575,542",97356262,Tagged Member
2024-06-13T06:10:54Z,"38,575,637",94376415,Tagged Member
2024-06-13T06:12:39Z,"38,575,874",9476120,Away ELITE member
2024-06-13T06:12:52Z,"38,575,913",96105725,Tagged Member
2024-06-13T06:14:45Z,"38,576,220",58199386,Tagged Member
2024-06-13T06:18:06Z,"38,576,664",93614810,Tagged Member
2024-06-13T06:24:30Z,"38,577,438",62840735,Away ELITE member
2024-06-13T06:26:01Z,"38,577,642",93496332,Tagged Member
2024-06-13T06:28:20Z,"38,577,937",3835321,Tagged Member
2024-06-13T06:32:04Z,"38,578,424",11872139,Away ELITE member
2024-06-13T06:32:15Z,"38,578,446",81341650,Tagged Member
2024-06-13T06:35:36Z,"38,578,961",248014,Tagged Member
2024-06-13T06:38:22Z,"38,579,293",92928612,Away ELITE member
2024-06-13T06:38:58Z,"38,579,366",90084449,Tagged Member
2024-06-13T06:39:54Z,"38,579,493",94751895,Tagged Member
2024-06-13T06:40:44Z,"38,579,594",37072355,Tagged Member
2024-06-13T06:46:25Z,"123,511,899",89778988,Yet to be tagged
2024-06-13T06:46:58Z,"123,672,050",90116263,Away ELITE member
2024-06-13T06:48:03Z,"38,580,649",44669003,Tagged Member
2024-06-13T06:51:20Z,"123,674,630",4690251,Away ELITE member
2024-06-13T06:51:57Z,"123,393,285",95344288,Away ELITE member
2024-06-13T06:53:02Z,"123,417,675",98374683,Away ELITE member
2024-06-13T06:53:16Z,"123,672,474",90834993,Away ELITE member
2024-06-13T06:55:03Z,"123,351,135",6142457,Away ELITE member
2024-06-13T06:55:59Z,"123,640,309",92708366,Away ELITE member
2024-06-13T06:56:07Z,"123,676,190",97459536,Away ELITE member
2024-06-13T06:56:17Z,"123,634,626",92757322,Away ELITE member
2024-06-13T06:56:35Z,"123,673,365",93712873,Away ELITE member
2024-06-13T06:57:40Z,"38,582,140",11741922,Tagged Member
2024-06-13T06:57:42Z,"123,665,136",92535618,Away ELITE member
2024-06-13T06:59:07Z,"123,417,671",27629985,Away ELITE member
2024-06-13T06:59:16Z,"123,384,808",535634,Away ELITE member
2024-06-13T06:59:32Z,"123,397,690",14362905,Away ELITE member
2024-06-13T06:59:41Z,"123,382,751",96974785,Away ELITE member
2024-06-13T06:59:51Z,"123,630,433",823058,Away ELITE member
2024-06-13T07:00:21Z,"123,346,667",2009410,Away ELITE member
2024-06-13T07:00:43Z,"123,672,517",97196247,Away ELITE member
2024-06-13T07:01:09Z,"123,430,166",62861651,Away ELITE member
2024-06-13T07:02:32Z,"38,581,052",95613620,TRIAL
2024-06-13T07:02:42Z,"38,577,435",98581932,TRIAL
2024-06-13T07:03:10Z,"123,413,101",22258291,Away ELITE member
2024-06-13T07:03:26Z,"123,672,624",24014640,Away ELITE member
2024-06-13T07:03:58Z,"123,413,094",18856439,Away ELITE member
2024-06-13T07:04:05Z,"123,596,011",24014640,Away ELITE member
2024-06-13T07:04:06Z,"123,672,631",97117522,Away ELITE member
2024-06-13T07:04:15Z,"123,675,273",98519687,Away ELITE member
2024-06-13T07:04:17Z,"123,669,270",14157384,Away ELITE member
2024-06-13T07:04:26Z,"123,672,905",95916288,Away ELITE member
2024-06-13T07:04:51Z,"123,675,516",98514089,Away ELITE member
2024-06-13T07:06:19Z,"123,392,068",98376162,Away ELITE member
2024-06-13T07:07:09Z,"38,572,517",314934,Away ELITE member
2024-06-13T07:10:40Z,"38,584,289",92805476,Tagged Member
2024-06-13T07:15:56Z,"38,585,146",91118005,Away ELITE member
2024-06-13T07:19:06Z,"38,585,637",79505335,Away ELITE member
2024-06-13T07:22:58Z,"38,586,245",33528081,Away ELITE member
2024-06-13T07:30:39Z,"38,587,364",17361919,Tagged Member
2024-06-13T07:34:49Z,"38,587,990",93696594,Tagged Member
2024-06-13T07:39:52Z,"38,588,690",97912529,Away ELITE member
2024-06-13T07:41:51Z,"123,678,854",32497,Away ELITE member
2024-06-13T07:42:06Z,"123,347,840",98651,Away ELITE member
2024-06-13T07:43:58Z,"123,368,320",1364181,Away ELITE member
2024-06-13T07:46:52Z,"123,510,271",98001078,Away ELITE member
2024-06-13T07:47:10Z,"123,664,036",21767036,Away ELITE member
2024-06-13T07:47:24Z,"38,589,739",32540637,Away ELITE member
2024-06-13T07:47:37Z,"123,673,117",98001156,Away ELITE member
2024-06-13T07:50:40Z,"123,444,040",61176115,Away ELITE member
2024-06-13T07:50:59Z,"123,673,387",13935575,Away ELITE member
2024-06-13T07:51:08Z,"38,590,195",95218894,Tagged Member
2024-06-13T07:51:20Z,"38,590,227",95497377,Tagged Member
2024-06-13T07:53:00Z,"123,673,115",39118868,Away ELITE member
2024-06-13T07:53:26Z,"38,590,544",949150,Away ELITE member
2024-06-13T07:54:30Z,"38,590,694",66370616,Tagged Member
2024-06-13T07:54:42Z,"38,590,717",47680225,Tagged Member
2024-06-13T07:56:02Z,"38,590,921",98624801,Tagged Member
2024-06-13T07:57:25Z,"123,676,127",40119957,Away ELITE member
2024-06-13T07:57:44Z,"123,668,495",90834993,Away ELITE member
2024-06-13T07:57:54Z,"123,493,213",89778988,Yet to be tagged
2024-06-13T07:58:02Z,"123,588,878",4690251,Away ELITE member
2024-06-13T07:58:08Z,"123,639,811",24411948,Away ELITE member
2024-06-13T07:58:20Z,"123,549,563",90116263,Away ELITE member
2024-06-13T07:58:49Z,"123,678,790",98519687,Away ELITE member
2024-06-13T07:59:27Z,"123,657,650",85629439,Away ELITE member
2024-06-13T07:59:35Z,"123,410,222",97912529,Away ELITE member
2024-06-13T07:59:43Z,"123,367,403",82079164,Away ELITE member
2024-06-13T07:59:52Z,"123,677,485",98514089,Away ELITE member
2024-06-13T08:00:01Z,"123,355,294",17657448,Away ELITE member
2024-06-13T08:00:07Z,"123,389,860",96546716,Away ELITE member
2024-06-13T08:00:28Z,"123,643,034",95484388,Away ELITE member
2024-06-13T08:01:02Z,"123,679,893",97071929,Away ELITE member
2024-06-13T08:01:34Z,"123,673,116",9639616,Away ELITE member
2024-06-13T08:02:19Z,"123,348,845",37562483,Away ELITE member
2024-06-13T08:02:25Z,"38,591,844",98630740,Yet to be tagged
2024-06-13T08:02:39Z,"38,591,865",95819105,Away ELITE member
2024-06-13T08:04:43Z,"38,592,170",18777185,Away PRO member
2024-06-13T08:08:15Z,"38,592,720",1083600,Tagged Member
2024-06-13T08:09:29Z,"38,592,891",21057516,Tagged Member
2024-06-13T08:18:27Z,"38,594,141",96671476,Away ELITE member
2024-06-13T08:19:17Z,"38,594,258",97247885,Tagged Member
2024-06-13T08:20:28Z,"38,594,399",98328740,Tagged Member
2024-06-13T08:21:21Z,"38,594,514",36011415,Tagged Member
2024-06-13T08:23:05Z,"38,594,751",97003497,Away ELITE member
2024-06-13T08:24:44Z,"38,594,956",4003005,Tagged Member
2024-06-13T08:32:23Z,"38,595,913",90471140,Tagged Member
2024-06-13T08:32:46Z,"38,595,957",96177696,Tagged Member
2024-06-13T08:34:29Z,"38,596,173",94372898,Tagged Member
2024-06-13T08:44:19Z,"38,597,255",91883701,Tagged Member
2024-06-13T08:50:04Z,"38,597,881",95469297,Tagged Member
2024-06-13T08:59:02Z,"38,598,884",32153977,Tagged Member
2024-06-13T09:01:24Z,"38,599,082",32179832,Tagged Member
2024-06-13T09:02:07Z,"38,599,159",719065,Tagged Member
2024-06-13T09:06:10Z,"38,599,589",92994959,Away ELITE member
2024-06-13T09:15:19Z,"38,600,415",12188935,Tagged Member
2024-06-13T09:20:48Z,"123,675,787",96284740,Away ELITE member
2024-06-13T09:29:39Z,"38,601,659",98471462,Tagged Member
2024-06-13T09:36:48Z,"38,602,246",26037499,Tagged Member
2024-06-13T09:41:35Z,"123,637,892",93795269,Away ELITE member
2024-06-13T09:43:36Z,"38,602,774",96881635,Away ELITE member
2024-06-13T09:44:41Z,"123,683,736",94582194,Away ELITE member
2024-06-13T09:48:25Z,"123,667,082",29941950,Away ELITE member
2024-06-13T09:49:07Z,"123,636,804",96284740,Away ELITE member
2024-06-13T09:50:20Z,"123,686,238",40119957,Away ELITE member
2024-06-13T09:50:28Z,"123,415,383",153462,Away ELITE member
2024-06-13T09:51:09Z,"123,545,865",109601,Away ELITE member
2024-06-13T09:53:42Z,"123,601,087",95604292,Away ELITE member
2024-06-13T09:53:50Z,"123,362,343",1101737,Away ELITE member
2024-06-13T09:54:07Z,"123,601,090",95598401,Away ELITE member
2024-06-13T09:54:16Z,"123,412,262",86684333,Away ELITE member
2024-06-13T09:54:24Z,"123,655,071",89355099,Away ELITE member
2024-06-13T09:54:59Z,"123,392,181",71603,Away ELITE member
2024-06-13T09:56:21Z,"123,688,844",51904436,Away ELITE member
2024-06-13T09:56:36Z,"123,369,840",88800790,Away ELITE member
2024-06-13T09:57:29Z,"123,689,325",91923422,Away ELITE member
2024-06-13T09:58:25Z,"123,399,448",163609,Away ELITE member
2024-06-13T09:58:34Z,"123,636,162",84900034,Away ELITE member
2024-06-13T09:59:14Z,"123,389,609",24490966,Away ELITE member
2024-06-13T10:00:25Z,"123,688,554",22610996,Away ELITE member
2024-06-13T10:00:34Z,"123,686,665",55728247,Away ELITE member
2024-06-13T10:00:43Z,"123,641,833",96820564,Away ELITE member
2024-06-13T10:09:29Z,"38,604,518",67659833,Tagged Member
2024-06-13T10:09:40Z,"38,604,544",31695280,Tagged Member
2024-06-13T10:49:47Z,"123,690,673",86537964,Away ELITE member
2024-06-13T10:56:00Z,"123,511,584",97752801,Away ELITE member
2024-06-13T10:58:09Z,"123,692,130",40119957,Away ELITE member
2024-06-13T10:58:45Z,"123,687,394",55728247,Away ELITE member
2024-06-13T10:59:01Z,"38,607,206",95598401,Tagged Member
2024-06-13T10:59:15Z,"123,655,091",89355099,Away ELITE member
2024-06-13T10:59:53Z,"123,612,619",118716,Away ELITE member
2024-06-13T11:05:59Z,"38,607,614",86093886,Tagged Member
2024-06-13T11:11:54Z,"38,607,887",17003387,Tagged Member
2024-06-13T11:27:40Z,"38,608,513",1353287,Away ELITE member
2024-06-13T11:35:17Z,"38,608,827",98306946,Tagged Member
2024-06-13T11:37:23Z,"38,608,905",89942819,Tagged Member
2024-06-13T11:41:16Z,"38,609,065",94627801,Tagged Member
2024-06-13T12:23:58Z,"38,610,392",96366612,Tagged Member
2024-06-13T12:45:32Z,"38,611,043",94361296,Tagged Member
2024-06-13T13:11:26Z,"38,611,687",41323872,Away ELITE member
2024-06-13T14:11:12Z,"38,613,047",97869356,Away PRO member
2024-06-13T14:18:03Z,"38,613,206",265913,Away ELITE member
2024-06-13T14:45:59Z,"38,613,732",95238950,Away ELITE member
2024-06-13T15:04:33Z,"122,901,219",87193405,Away ELITE member
2024-06-13T15:22:54Z,"38,614,552",96660345,Tagged Member
2024-06-13T15:38:04Z,"38,614,932",25275810,Tagged Member
2024-06-13T15:44:00Z,"38,615,105",97903425,Tagged Member
2024-06-13T15:59:07Z,"38,615,567",94408878,Away ELITE member
2024-06-13T16:07:38Z,"38,615,861",319448,Tagged Member
2024-06-13T16:33:26Z,"38,617,076",50098404,Tagged Member
2024-06-13T16:51:12Z,"123,647,671",40035211,Away ELITE member
2024-06-13T16:51:45Z,"38,618,226",96182748,Away ELITE member
2024-06-13T16:53:08Z,"123,705,177",95301468,Away ELITE member
2024-06-13T16:57:05Z,"38,618,594",5876325,Tagged Member
2024-06-13T16:58:05Z,"123,660,339",6362391,Away ELITE member
2024-06-13T17:01:24Z,"123,686,039",98280096,Away ELITE member
2024-06-13T17:02:30Z,"123,704,639",34864,Away ELITE member
2024-06-13T17:02:45Z,"123,699,733",23344808,Away ELITE member
2024-06-13T17:02:54Z,"123,704,736",34852,Away ELITE member
2024-06-13T17:19:15Z,"123,682,326",85900483,Away ELITE member
2024-06-13T17:28:42Z,"38,621,146",95206345,Tagged Member
2024-06-13T17:31:09Z,"38,621,387",95093262,Tagged Member
2024-06-13T17:39:23Z,"38,622,159",23102277,Tagged Member
2024-06-13T17:46:41Z,"38,622,882",94655812,Tagged Member
2024-06-13T18:08:55Z,"38,625,364",94452339,Tagged Member
2024-06-13T18:18:44Z,"38,626,651",94598035,Tagged Member
2024-06-13T18:19:14Z,"38,626,711",96928559,Tagged Member
2024-06-13T18:19:19Z,"38,626,736",92834079,Away ELITE member
2024-06-13T18:23:24Z,"38,627,219",83626690,Tagged Member
2024-06-13T18:33:01Z,"38,628,487",96200693,Tagged Member
2024-06-13T18:34:29Z,"38,628,716",30219230,Tagged Member
2024-06-13T18:39:19Z,"38,629,347",96762846,Tagged Member
2024-06-13T18:43:02Z,"38,629,895",93323959,Tagged Member
2024-06-13T18:44:25Z,"38,630,068",98022429,Tagged Member
2024-06-13T18:44:37Z,"38,627,694",98675162,TRIAL
2024-06-13T18:49:02Z,"38,630,761",67851531,Tagged Member
2024-06-13T18:50:31Z,"123,708,576",54938807,Away ELITE member
2024-06-13T18:50:42Z,"123,504,829",21868519,Away ELITE member
2024-06-13T18:50:58Z,"123,703,665",10601948,Away ELITE member
2024-06-13T18:51:07Z,"123,700,138",70075399,Away ELITE member
2024-06-13T18:52:42Z,"123,699,101",18269656,Away ELITE member
2024-06-13T18:52:57Z,"123,356,924",1533105,Away ELITE member
2024-06-13T18:54:07Z,"123,537,634",31785517,Away ELITE member
2024-06-13T18:54:12Z,"38,631,536",95863152,Away ELITE member
2024-06-13T18:55:19Z,"123,709,548",53527579,Away ELITE member
2024-06-13T18:55:44Z,"123,591,575",97849879,Away ELITE member
2024-06-13T18:56:45Z,"123,702,821",8088,Away ELITE member
2024-06-13T18:56:48Z,"38,631,917",96259387,Tagged Member
2024-06-13T18:57:07Z,"123,698,556",90084449,Away ELITE member
2024-06-13T18:57:17Z,"123,642,052",93978350,Away ELITE member
2024-06-13T18:57:40Z,"123,710,536",96065762,Away ELITE member
2024-06-13T18:57:50Z,"123,708,577",96062288,Away ELITE member
2024-06-13T18:58:00Z,"38,632,093",96578444,Tagged Member
2024-06-13T18:58:02Z,"123,715,175",1909210,Away ELITE member
2024-06-13T18:58:11Z,"123,487,647",13509762,Away ELITE member
2024-06-13T18:59:19Z,"123,633,143",95292715,Away ELITE member
2024-06-13T19:00:00Z,"123,641,397",4207207,Away ELITE member
2024-06-13T19:00:35Z,"123,441,354",27235095,Away ELITE member
2024-06-13T19:01:08Z,"123,669,577",1031889,Away ELITE member
2024-06-13T19:02:37Z,"123,714,651",96086447,Away ELITE member
2024-06-13T19:02:44Z,"123,714,652",96086379,Away ELITE member
2024-06-13T19:03:15Z,"123,711,195",27330836,Away ELITE member
2024-06-13T19:03:18Z,"38,632,932",7429150,Away PRO member
2024-06-13T19:06:58Z,"38,633,560",96080913,Away ELITE member
2024-06-13T19:09:32Z,"38,633,956",84203582,Tagged Member
2024-06-13T19:16:38Z,"38,635,075",96580973,Tagged Member
2024-06-13T19:17:15Z,"38,635,161",96517218,Tagged Member
2024-06-13T19:19:02Z,"38,635,442",95593229,Tagged Member
2024-06-13T19:20:07Z,"38,635,629",898842,Tagged Member
2024-06-13T19:23:58Z,"38,636,266",95985339,Tagged Member
2024-06-13T19:25:25Z,"38,636,503",86492908,Away ELITE member
2024-06-13T19:33:43Z,"38,637,823",97275250,Away ELITE member
2024-06-13T19:33:56Z,"38,637,857",96946388,Tagged Member
2024-06-13T19:41:19Z,"123,611,318",19968630,Away ELITE member
2024-06-13T19:41:31Z,"123,715,617",98302057,Away ELITE member
2024-06-13T19:47:02Z,"123,719,715",96200693,Away ELITE member
2024-06-13T19:47:20Z,"123,714,329",96177696,Away ELITE member
2024-06-13T19:47:31Z,"123,504,707",83626690,Away ELITE member
2024-06-13T19:47:41Z,"123,714,327",96259387,Away ELITE member
2024-06-13T19:48:02Z,"123,425,151",94763670,Away ELITE member
2024-06-13T19:48:21Z,"123,532,081",73891418,Away ELITE member
2024-06-13T19:48:30Z,"123,642,254",88787218,Away ELITE member
2024-06-13T19:48:48Z,"123,717,387",95163453,Away ELITE member
2024-06-13T19:49:19Z,"123,722,289",91910541,Away ELITE member
2024-06-13T19:49:42Z,"38,640,393",30120856,Away ELITE member
2024-06-13T19:49:43Z,"123,714,747",95297782,Away ELITE member
2024-06-13T19:49:59Z,"123,531,068",47584216,Away ELITE member
2024-06-13T19:50:07Z,"123,665,849",71152892,Away ELITE member
2024-06-13T19:50:08Z,"38,640,466",84067430,Away ELITE member
2024-06-13T19:50:16Z,"123,717,280",94681671,Away ELITE member
2024-06-13T19:50:38Z,"123,545,629",69556544,Away ELITE member
2024-06-13T19:51:00Z,"123,713,640",1364181,Away ELITE member
2024-06-13T19:51:16Z,"123,493,841",5662816,Away ELITE member
2024-06-13T19:51:45Z,"123,687,226",94928357,Away ELITE member
2024-06-13T19:54:00Z,"123,721,776",88763465,Away ELITE member
2024-06-13T19:54:18Z,"123,622,570",53527579,Away ELITE member
2024-06-13T19:54:36Z,"123,608,761",95706413,Away ELITE member
2024-06-13T19:54:51Z,"123,710,063",29763268,Away ELITE member
2024-06-13T19:55:00Z,"123,591,586",97849879,Away ELITE member
2024-06-13T19:55:59Z,"38,641,434",95701558,Tagged Member
2024-06-13T19:56:09Z,"123,719,697",44858135,Away ELITE member
2024-06-13T19:56:50Z,"123,716,716",95084379,Away ELITE member
2024-06-13T19:57:33Z,"123,642,057",93978350,Away ELITE member
2024-06-13T19:57:56Z,"38,641,805",52560501,Away ELITE member
2024-06-13T19:59:30Z,"38,642,056",89525239,Away ELITE member
2024-06-13T20:02:25Z,"38,642,493",10400867,Away ELITE member
2024-06-13T20:03:21Z,"38,642,661",97917588,Tagged Member
2024-06-13T20:03:59Z,"123,440,041",823058,Away ELITE member
2024-06-13T20:04:54Z,"123,718,582",98708573,Yet to be tagged
2024-06-13T20:09:39Z,"38,643,607",94163377,Tagged Member
2024-06-13T20:09:55Z,"38,643,645",98497149,Tagged Member
2024-06-13T20:25:21Z,"38,645,932",972213,Tagged Member
2024-06-13T20:35:36Z,"38,647,326",97354538,Tagged Member
2024-06-13T20:42:38Z,"38,648,216",94322384,Tagged Member
2024-06-13T20:43:16Z,"38,648,295",95591247,Tagged Member
2024-06-13T20:44:36Z,"38,648,471",86358191,Away ELITE member
2024-06-13T20:49:06Z,"38,649,036",91920752,Tagged Member
2024-06-13T20:54:24Z,"38,649,641",88787218,Tagged Member
2024-06-13T20:54:47Z,"38,649,697",95706413,Tagged Member
2024-06-13T20:55:17Z,"38,649,749",97343669,Tagged Member
2024-06-13T20:55:52Z,"38,649,827",97356262,Tagged Member
2024-06-13T20:59:11Z,"38,650,182",88763465,Tagged Member
2024-06-13T21:01:22Z,"38,650,411",95472210,Tagged Member
2024-06-13T21:59:52Z,"38,653,572",194213,Tagged Member
2024-06-14T05:47:38Z,"123,610,585",96661569,Away ELITE member
2024-06-14T05:59:33Z,"123,493,632",90084449,Away ELITE member
2024-06-14T05:59:42Z,"123,499,653",18856439,Away ELITE member
2024-06-14T06:00:43Z,"123,464,035",85948849,Away ELITE member
2024-06-14T06:00:45Z,"38,655,710",92805476,Tagged Member
2024-06-14T06:01:13Z,"123,730,411",97117522,Away ELITE member
2024-06-14T06:01:24Z,"123,491,662",52927985,Away ELITE member
2024-06-14T06:01:30Z,"38,655,792",95206345,Tagged Member
2024-06-14T06:01:32Z,"123,619,313",95916288,Away ELITE member
2024-06-14T06:02:04Z,"123,453,136",96273103,Away ELITE member
2024-06-14T06:02:23Z,"123,544,171",21943708,Away ELITE member
2024-06-14T06:02:45Z,"38,655,950",65900200,Tagged Member
2024-06-14T06:06:01Z,"38,656,331",94752414,Tagged Member
2024-06-14T06:06:17Z,"123,754,122",90285319,Away ELITE member
2024-06-14T06:07:47Z,"38,656,556",96105725,Tagged Member
2024-06-14T06:08:14Z,"38,656,604",96040607,Tagged Member
2024-06-14T06:08:15Z,"38,656,619",96289072,Tagged Member
2024-06-14T06:08:30Z,"38,656,637",96103845,Tagged Member
2024-06-14T06:09:06Z,"38,656,715",58199386,Tagged Member
2024-06-14T06:10:05Z,"123,753,932",1364859,Away ELITE member
2024-06-14T06:12:47Z,"38,657,194",1364859,Away ELITE member
2024-06-14T06:13:13Z,"38,657,250",81341650,Tagged Member
2024-06-14T06:20:05Z,"38,658,067",97205184,Tagged Member
2024-06-14T06:24:18Z,"38,658,582",97343669,Tagged Member
2024-06-14T06:24:34Z,"38,658,616",94985130,Tagged Member
2024-06-14T06:24:49Z,"38,658,643",98370675,Tagged Member
2024-06-14T06:28:04Z,"38,659,026",248014,Tagged Member
2024-06-14T06:28:15Z,"38,659,045",67458937,Tagged Member
2024-06-14T06:30:48Z,"38,659,351",3835321,Tagged Member
2024-06-14T06:34:42Z,"38,659,803",96237517,Tagged Member
2024-06-14T06:36:42Z,"38,660,061",93496332,Tagged Member
2024-06-14T06:39:24Z,"38,660,460",96547053,Tagged Member
2024-06-14T06:40:44Z,"38,660,615",44669003,Tagged Member
2024-06-14T06:40:49Z,"123,599,284",90116263,Away ELITE member
2024-06-14T06:47:42Z,"123,496,583",98001156,Away ELITE member
2024-06-14T06:48:07Z,"38,661,648",96010142,Tagged Member
2024-06-14T06:49:22Z,"123,569,277",94490164,Away ELITE member
2024-06-14T06:50:12Z,"38,661,916",98001078,Tagged Member
2024-06-14T06:51:35Z,"123,458,642",96546716,Away ELITE member
2024-06-14T06:52:53Z,"123,767,782",93696594,Away ELITE member
2024-06-14T06:54:17Z,"123,677,706",18856439,Away ELITE member
2024-06-14T06:54:25Z,"123,580,926",86019532,Away ELITE member
2024-06-14T06:54:47Z,"123,506,335",97117522,Away ELITE member
2024-06-14T06:55:05Z,"123,580,906",93917404,Away ELITE member
2024-06-14T06:55:22Z,"123,453,959",96661569,Away ELITE member
2024-06-14T06:55:38Z,"123,486,191",92535618,Away ELITE member
2024-06-14T06:55:47Z,"123,746,101",95916288,Away ELITE member
2024-06-14T06:56:16Z,"123,753,242",95079130,Away ELITE member
2024-06-14T06:56:48Z,"123,510,527",40883782,Away ELITE member
2024-06-14T06:56:56Z,"123,749,528",77869,Away ELITE member
2024-06-14T06:57:27Z,"123,464,791",166216,Away ELITE member
2024-06-14T06:57:47Z,"123,765,647",96273103,Away ELITE member
2024-06-14T06:57:56Z,"123,493,667",74330265,Away ELITE member
2024-06-14T06:58:05Z,"123,493,634",85183015,Away ELITE member
2024-06-14T06:58:14Z,"123,765,834",97459536,Away ELITE member
2024-06-14T06:59:05Z,"123,761,207",94751895,Away ELITE member
2024-06-14T07:00:13Z,"123,511,174",732124,Away ELITE member
2024-06-14T07:00:59Z,"123,670,909",97196247,Away ELITE member
2024-06-14T07:01:47Z,"123,761,206",535634,Away ELITE member
2024-06-14T07:01:59Z,"123,570,502",98376162,Away ELITE member
2024-06-14T07:02:17Z,"38,663,653",6755340,Tagged Member
2024-06-14T07:02:36Z,"123,494,716",93781539,Away ELITE member
2024-06-14T07:04:28Z,"38,663,970",23339436,Away ELITE member
2024-06-14T07:09:48Z,"38,664,775",91118005,Away ELITE member
2024-06-14T07:10:16Z,"38,664,854",82175503,Tagged Member
2024-06-14T07:10:29Z,"38,664,905",186148,Away ELITE member
2024-06-14T07:11:40Z,"38,665,125",89778988,Yet to be tagged
2024-06-14T07:12:01Z,"38,665,153",94376415,Tagged Member
2024-06-14T07:15:02Z,"123,729,339",96993257,Away ELITE member
2024-06-14T07:15:12Z,"123,729,288",97006320,Away ELITE member
2024-06-14T07:17:10Z,"38,665,925",841445,Tagged Member
2024-06-14T07:20:51Z,"38,666,437",5662816,Away ELITE member
2024-06-14T07:20:59Z,"38,666,466",69556544,Away ELITE member
2024-06-14T07:29:29Z,"38,667,643",12801788,Away ELITE member
2024-06-14T07:31:51Z,"38,667,967",23069,Away ELITE member
2024-06-14T07:38:44Z,"38,668,855",95344288,Away ELITE member
2024-06-14T07:47:01Z,"38,669,953",98624801,Tagged Member
2024-06-14T07:53:05Z,"38,670,740",25026498,Away ELITE member
2024-06-14T07:53:45Z,"38,670,832",949150,Away ELITE member
2024-06-14T07:57:24Z,"38,671,332",1349815,Tagged Member
2024-06-14T07:59:37Z,"38,671,630",94586963,Tagged Member
2024-06-14T08:00:30Z,"38,671,756",95497377,Tagged Member
2024-06-14T08:00:39Z,"38,671,778",33528081,Away ELITE member
2024-06-14T08:01:23Z,"38,671,875",4003005,Tagged Member
2024-06-14T08:04:47Z,"38,672,365",98649394,Away ELITE member
2024-06-14T08:09:34Z,"38,672,995",18572495,Tagged Member
2024-06-14T08:14:09Z,"38,673,550",53812282,Away ELITE member
2024-06-14T08:18:03Z,"38,674,102",98514089,Tagged Member
2024-06-14T08:18:30Z,"38,674,132",98519687,Tagged Member
2024-06-14T08:22:00Z,"38,674,576",90685994,Tagged Member
2024-06-14T08:22:55Z,"38,674,685",32153977,Tagged Member
2024-06-14T08:30:07Z,"38,675,528",1083600,Tagged Member
2024-06-14T08:30:32Z,"38,675,591",97003497,Away ELITE member
2024-06-14T08:32:26Z,"38,675,813",94372898,Tagged Member
2024-06-14T08:37:00Z,"38,676,324",82595198,Tagged Member
2024-06-14T08:42:48Z,"38,676,954",96585348,Tagged Member
2024-06-14T08:43:19Z,"38,677,011",92928612,Away ELITE member
2024-06-14T08:43:47Z,"38,677,074",9493423,Away ELITE member
2024-06-14T08:47:26Z,"123,758,229",89355099,Away ELITE member
2024-06-14T08:49:02Z,"123,589,922",13935575,Away ELITE member
2024-06-14T08:49:51Z,"123,544,548",719065,Away ELITE member
2024-06-14T08:50:05Z,"123,766,690",88875147,Away ELITE member
2024-06-14T08:50:48Z,"123,495,790",29941950,Away ELITE member
2024-06-14T08:51:45Z,"123,531,081",39118868,Away ELITE member
2024-06-14T08:52:18Z,"123,769,010",56551270,Away ELITE member
2024-06-14T08:52:42Z,"123,495,791",17368482,Away ELITE member
2024-06-14T08:52:58Z,"123,516,516",97632525,Away ELITE member
2024-06-14T08:55:22Z,"123,771,804",94800929,Away ELITE member
2024-06-14T08:55:31Z,"123,509,996",82079164,Away ELITE member
2024-06-14T08:56:24Z,"123,775,448",71309468,Away ELITE member
2024-06-14T08:56:43Z,"123,610,987",24014640,Away ELITE member
2024-06-14T08:57:46Z,"123,602,989",24490966,Away ELITE member
2024-06-14T08:57:55Z,"123,778,050",97782971,Away ELITE member
2024-06-14T08:58:14Z,"123,737,990",5430821,Away ELITE member
2024-06-14T08:58:27Z,"123,778,154",51904436,Away ELITE member
2024-06-14T08:59:04Z,"123,765,392",96652283,Away ELITE member
2024-06-14T08:59:28Z,"123,696,032",85525705,Away ELITE member
2024-06-14T09:00:02Z,"123,692,276",4690251,Away ELITE member
2024-06-14T09:00:35Z,"123,562,662",98280096,Away ELITE member
2024-06-14T09:01:01Z,"123,771,781",15888207,Away ELITE member
2024-06-14T09:01:42Z,"123,573,330",6559953,Away ELITE member
2024-06-14T09:06:15Z,"38,679,265",86019532,Away ELITE member
2024-06-14T09:09:11Z,"38,679,593",98471462,Tagged Member
2024-06-14T09:10:49Z,"38,679,757",97615266,Tagged Member
2024-06-14T09:16:34Z,"38,680,288",12188935,Tagged Member
2024-06-14T09:17:37Z,"38,680,355",95012196,Away ELITE member
2024-06-14T09:25:04Z,"38,680,977",95591247,Tagged Member
